-75.188472,39.957211
-75.190079,39.955621
-75.189534,39.956826
-75.189518,39.956966
-75.18786,39.957953
-75.189905,39.95903
-75.190959,39.960091
-75.190205,39.957814000000006
-75.185993,39.95372
-75.19161,39.956974
-75.18554,39.955009
-75.185344,39.954217
-75.18852,39.954752
-75.189102,39.954733
-75.189614,39.956851
-75.188981,39.959754
-75.18926,39.959579
-75.192127,39.959236
-75.18826,39.955983
-75.188644,39.958765
-75.188158,39.958278
-75.188512,39.958539
-75.188295,39.95855100000001
-75.188963,39.955827
-75.188963,39.957862
-75.191336,39.957262
-75.187737,39.954281
-75.188716,39.95352
-75.189118,39.953588
-75.189684,39.95535
-75.19021,39.954986
-75.191014,39.955622
-75.188419,39.955548
-75.18748400000001,39.957194
-75.187664,39.956497
-75.187892,39.956639
-75.18770500000001,39.95661
-75.190515,39.956749
-75.190982,39.956604
-75.188134,39.95802900000001
-75.188635,39.957636
-75.188509,39.957869
-75.188853,39.955951000000006
-75.191428,39.955137
-75.187798,39.954287
-75.187383,39.954676
-75.189029,39.956948
-75.189083,39.956977
-75.188281,39.95330800000001
-75.19055,39.959859
-75.188912,39.95748
-75.18896000000001,39.957466
-75.188984,39.959974
-75.187139,39.956113
-75.187536,39.956415
-75.188064,39.956146
-75.189496,39.960265
-75.187619,39.960541
-75.189357,39.955959
-75.186799,39.954827
-75.186138,39.954729
-75.18676,39.955121
-75.186991,39.954493
-75.18717900000001,39.961907
-75.18884,39.960364
-75.192503,39.959997
-75.193868,39.959906
-75.192187,39.95703
-75.188099,39.957947000000004
-75.187919,39.957858
-75.189931,39.958455
-75.189276,39.958782
-75.189735,39.955071
-75.190811,39.958784
-75.191256,39.955931
-75.190356,39.955798
-75.189654,39.955721
-75.189695,39.954092
-75.18748200000002,39.963298
-75.191323,39.962895
-75.194335,39.96256
-75.19408,39.957005
-75.194099,39.961154
-75.193697,39.958691
